#separator:Semicolon
#html:false
What does the preprocessor do?;Expands #include, #define and #if and removes comments. The output is still C, with headers inlined and macros substituted — no compilation yet.
What does the linker do?;Combines all the .o files and libraries, resolves cross-references, lays out the final memory map per the linker script, and emits the executable (ELF on Linux and embedded).
What is objdump for, and a key use?;Reading the binaries you produce. objdump -d disassembles code, -t shows the symbol table, -r shows relocations, -h lists sections. The disassembly is the ground truth when the C looks right but the chip misbehaves.
Native vs cross compiler?;A native compiler runs on the same architecture it targets (gcc on x86 making x86). A cross-compiler runs on a host (usually x86_64) and produces code for a different target such as ARM, RISC-V or AVR.
Why cross-compile for embedded?;The target MCU is far too small to host a compiler (e.g. 192 KB RAM versus the hundreds of MB GCC needs). You build on your laptop and transfer the .elf or .bin via a debug probe or bootloader.
The toolchain triplet form, and what arm-none-eabi means?;arch-vendor-os-abi. arm-none-eabi means ARM CPU, no OS (none), EABI calling convention — the bare-metal and RTOS default for Cortex-M. arm-linux-gnueabihf instead targets embedded Linux.
What extra pieces must you supply for a bare-metal cross build?;Exact CPU and FPU flags, a libc with the syscalls you provide (newlib or newlib-nano with _write, _sbrk, _read), a linker script describing Flash and RAM, and startup code. The .elf is then converted to binary or HEX with objcopy.
What does the startup code do before main()?;Sets up the stack, zeroes .bss, copies .data from Flash to RAM, then calls main().
The canonical ELF sections and where they live on an MCU?;.text (code, Flash), .rodata (read-only data and consts, Flash), .data (initialised writable globals, RAM loaded from Flash), .bss (zero-init globals, zeroed RAM), .stack and .heap (RAM), .isr_vector (start of Flash).
Why is .data tricky on an MCU?;It needs an initial value at boot but must be writable. The initial values sit in Flash and the startup code copies them to RAM before main().
How do you place a variable in a custom section?;With __attribute__((section(".name"))), plus a matching line in the linker script mapping that section to a memory region — for example a DMA buffer into SRAM2.
Static storage duration: what has it and where does it live?;File-scope globals, file-scope statics, and function-scope static locals. Nonzero-initialised go to .data, zero or uninitialised go to .bss, const goes to .rodata.
Where do local (automatic) variables live, conceptually vs in practice?;Conceptually on the stack, created on entry and destroyed on return. In practice the optimiser decides — short-lived locals may stay entirely in registers and never touch RAM.
Effect of optimisation on locals, -O0 vs -O2?;At -O0 every local sits on the stack at a fixed offset, fully inspectable. At -O2 locals may live in registers, be eliminated, be constant-folded, or vanish, and the debugger shows optimized out.
Why might a debugger show optimized out, and the fixes?;In optimised code a variable may not exist at the breakpoint. Use -Og or -O0 while learning. Also an optimiser may delete a delay loop unless its variables are volatile or you use a real timer.
RISC vs CISC variable allocation?;RISC (Cortex-M, AVR) is load-store with many registers, so compilers keep many locals in registers — a leaf function with five int locals may use zero stack. CISC (x86) allows memory operands and has fewer registers (x86-32), so locals spill to the stack more often.
The no-MMU stack-overflow hazard?;Heap grows up and stack grows down, sharing the same RAM with no MMU. An overflow silently overwrites the other region, causing a HardFault far from the actual cause.
Why does an MCU need a hardware debug unit?;There is no OS to use ptrace. The debugger must talk to hardware logic inside the chip that can halt the core, peek registers, set breakpoints and resume.
Key CoreSight debug pieces?;DAP (bridge to the external probe), JTAG/SWD (wire protocols), FPB (hardware breakpoint comparators), DWT (watchpoints plus cycle counters), ITM (printf over the SWO pin), ETM (full instruction trace), MPU (region protection).
JTAG vs SWD?;JTAG uses 4-5 wires (TCK, TMS, TDI, TDO, optional TRST), the industry classic. SWD uses 2 wires (SWCLK, SWDIO), ARM-specific, saving pins — the common one on modern STM32.
Hardware vs software breakpoints?;Hardware breakpoints use FPB comparators, work even in Flash, but are limited in number. Software breakpoints overwrite an instruction with BKPT or INT3, are unlimited, but need writable code memory — so in Flash they fall back to hardware breakpoints.
What does malloc actually do?;Maintains a free-list over a heap pool. On request it walks the list, picks or splits a big-enough chunk, marks it allocated and returns a pointer past the header. free returns the chunk and coalesces neighbours. When exhausted it asks the OS or _sbrk for more.
What is _sbrk in embedded?;A function you provide that hands malloc more heap, typically from _end (end of .bss) up to the top of RAM minus a stack reserve. Newlib's malloc cannot know your chip's memory map without it.
Four reasons not to trust malloc in embedded?;Non-deterministic timing, fragmentation (free memory exists but in unusable holes, with no compaction), no graceful failure mode (NULL on a motor controller), and heap/stack collision in shared RAM. Plus code-size bloat.
What is used instead of malloc in embedded?;Static allocation (all buffers at file scope), memory pools (a fixed array of fixed-size blocks with a use bitmask, O(1) and no fragmentation), or allocator-bounded design (allocate only during init).
Why always use braces, even on one-line blocks?;Without them indentation lies and an extra statement runs unconditionally — the Apple goto fail TLS bug. MISRA-C rule 15.6 mandates braces.
Why no unlimited recursion in embedded?;Recursion eats the small (1-8 KB) stack shared with ISRs. A depth that depends on input data can silently overflow. Rewrite iteratively, or cap the depth and verify it fits the budget.
Why prefer array indexes to pointers for traversal?;A raw pointer carries no length, so the size information evaporates. An index keeps the array name visible at every use, making bounds checks possible and obvious, and static analysers reason better about it.
Other classic constructs to avoid in embedded C?;Implicit int conversions, shadowed variables, goto except for cleanup, variable-length arrays (stack-based and unbounded), mixing signed and unsigned in comparisons, and trusting zero-by-default — initialise every variable.
What is DMA?;A hardware engine that copies data between memory and a peripheral (or memory to memory) without the CPU. The CPU configures source, destination and size, and the controller does the transfer and raises an interrupt when done.
Three traps that force special placement of DMA buffers?;Bus accessibility (the DMA master must reach the region — not all SRAM banks), cache coherency (the CPU sees the cache while DMA sees RAM, so use non-cacheable regions or clean/invalidate), and alignment (often to the transfer width).
How do you force a buffer into a DMA-safe region?;__attribute__((aligned(32), section(".dma_buffer"))), plus a linker script mapping .dma_buffer to the right SRAM bank.
What does const mean and enable?;It promises the value will not change through this name, letting the compiler place it in read-only memory (Flash) and propagate it. const lookup tables in .rodata save RAM.
const pointer positions: const int *p vs int * const p?;const int *p is a pointer to const int (the pointee is read-only, p can move). int * const p is a const pointer to int (p is fixed, the pointee is mutable). Read it right-to-left.
What does volatile mean?;It revokes the compiler's assumption that a value cannot change unless written. The compiler must emit a real load on every read and a real store on every write, and cannot cache it in a register or reorder across it.
Four cases that need volatile?;Memory-mapped hardware registers, variables shared with an ISR, variables shared between cores or DMA or another bus master, and variables changed by setjmp/longjmp or signal handlers.
The classic volatile bug?;A while(!flag) loop where an ISR sets flag. Without volatile the compiler caches flag in a register and the loop never sees the change. Declaring flag volatile fixes it.
What is a const volatile variable for?;A read-only status register, such as a hardware revision-ID register: you must do a real load on every read (volatile) but you must not write it (const).
Does volatile make accesses atomic?;No. A 32-bit volatile read on a 32-bit MCU is atomic, but a 64-bit volatile is two accesses. Sharing data wider than the bus between an ISR and main code still needs a critical section.
What belongs in a header (.h) file?;An include guard, includes for the types it uses, typedefs/enums/struct declarations callers need, extern declarations for exposed globals, public function prototypes, and API macros or inline functions. No definitions (no function bodies except static inline, no storage).
Why no variable or function definitions in a header?;A definition pulled into multiple .c files causes multiple-definition link errors. Headers carry declarations, source files carry definitions.
Why is function prototyping mandatory in good embedded C?;Without a prototype the compiler assumes int return and old K&R promotions, so passing a float is silently broken. A prototype catches type mismatches at the call site, and f() differs from f(void) in C.
How are MCU peripherals accessed?;Memory-mapped: each peripheral has a block of addresses that, when read or written, interact with the hardware directly — not via x86-style I/O instructions.
Three flavours of peripheral register?;Data register (DR, the payload), Status register (SR, read-only flags like TX-empty or RX-available), and Control register (CR, read/write configuration bits such as enable, baud, parity and interrupt enables).
The typedef-struct trick for register access?;A vendor header defines each peripheral as a struct whose field offsets match the hardware layout, plus a #define mapping a pointer at the base address (e.g. USART2 as a USART_TypeDef* at 0x40004400). Then USART2->DR is natural C.
Why must peripheral register fields be volatile (__IO)?;Without it the compiler optimises away poll loops or folds multiple writes into one, and the chip behaves incomprehensibly. The hardware changes the registers behind the compiler's back.
What are rc_w0 / rc_w1 and rs register bits?;rc_w0 / rc_w1: a flag set by hardware that you clear by writing 0 or 1 back (common for interrupt flags). rs: reading the register changes state (reading UART DR clears RXNE), so even looking at it in a debugger can change behaviour.
What is STM32CubeIDE and what does it bundle?;ST's free Eclipse-based IDE for STM32. It bundles the arm-none-eabi GCC toolchain, the CubeMX graphical configurator, a GDB front-end for ST-Link and J-Link probes, and the HAL/LL libraries as source.
What does CubeMX generate, and the USER CODE caveat?;You pick the chip and configure pins, clock tree and middleware, and it generates init C code, the linker script and startup file. Application code must go inside the USER CODE BEGIN/END markers, or regeneration overwrites it.
A common CubeMX clock-configuration pitfall?;Wrong AHB/APB clock settings make a UART speak gibberish. Also, enabling FreeRTOS reassigns SysTick to the RTOS and a different timer to the HAL tick source.
HAL vs LL libraries?;HAL is a high-level opinionated API with handles, portable across the STM32 family, offering blocking/interrupt/DMA variants — but larger and slower. LL is thin inline wrappers over register accesses, almost no overhead, but you manage state yourself.
The common pragmatic HAL/LL split?;HAL for configuration (cleaner, runs once at boot), LL or raw registers for hot paths (ISRs and tight loops).
What is a callback?;A function pointer that library code calls when an event occurs. The library defines when, you define what. HAL uses callbacks for ISR events — it dispatches and you write the handler, e.g. HAL_UART_RxCpltCallback.
What is a weak symbol and why is it used?;A symbol the linker overrides if any non-weak definition of the same name exists, otherwise it uses the weak default. Vendors ship weak default ISR handlers and callbacks so spurious interrupts land safely and you override only what you need — like a virtual method with a default body.
What is an NTC thermistor?;A Negative Temperature Coefficient resistor whose resistance falls as temperature rises (e.g. 10 kΩ at 25 °C). The relationship is strongly nonlinear.
The Beta equation for an NTC?;1/T = 1/T0 + (1/β)·ln(R/R0), with T in kelvin, T0 = 298.15 K, R0 the resistance at T0, and β a material constant (~3000-4500 K) from the datasheet.
How is NTC resistance converted to a voltage the ADC can read?;A voltage divider: the NTC in series with a known reference resistor Rf, the junction feeding the ADC. R_NTC = Rf·V_adc/(Vcc − V_adc).
Key NTC design choices?;Choose Rf near R0 to centre the sensitive region, keep the bias current small (under ~0.1 mA) to avoid self-heating, average multiple samples for noise, and add a small decoupling cap across the NTC.
IEEE 754 float: encoding and precision?;sign · mantissa · 2^exponent in 32 bits (float) or 64 (double). float gives ~7 decimal digits and a ~10^±38 range. Arithmetic is non-associative.
FPU vs software floating point?;Cortex-M4F/M7/M33 have a single-precision FPU, so float ops cost a few cycles. Without an FPU (M0/M0+/M3, AVR) all float math is software-emulated, costing hundreds of cycles and kilobytes. Double is soft-emulated on M4F.
What is fixed-point, and Q-format?;Integers with an implied power-of-two scale. Q16.16 means 32 bits, 16 integer and 16 fractional, so the LSB is 2^−16. Add/sub is plain integer, multiply needs a right shift by n with a 64-bit intermediate.
When to use fixed vs floating point?;No FPU (M0/M3, AVR): fixed-point. M4F and up: single-precision float is fine and easier. High-rate DSP: fixed-point (Q15/Q31) to use the DSP/SIMD instructions. Wide dynamic range: float.
The accidental double-promotion trap?;x / 2.0 promotes to double, dragging in the soft-float double library and bloating the binary. Write x / 2.0f, or x >> 1 for an integer halve.
What is FreeRTOS and what does it provide?;A small preemptive RTOS with a tiny well-understood kernel, giving tasks with priorities, inter-task communication, and synchronisation primitives.
What is a task, and how does the scheduler choose?;A function with its own stack and priority that runs as if it owns the CPU. The scheduler runs the highest-priority ready task. If a task blocks, the next-highest ready task runs.
FreeRTOS best practices for tasks?;Each task does one thing well, tasks block rather than poll (block on the actual event, not vTaskDelay), assign priority by deadline criticality not importance, size stacks with the high-water-mark, and use vTaskDelayUntil for periodic work.
What is a queue, and its main embedded use?;A thread-safe FIFO. Producers xQueueSend, consumers xQueueReceive, both able to block with timeouts. The main use is converting ISR events into task work via xQueueSendFromISR, keeping the ISR short.
FreeRTOS sync primitives — semaphore, mutex, event group, notification?;Binary semaphore: a one-bit signal. Counting semaphore: counts resources or events. Mutex: mutual exclusion with priority inheritance. Event group: a 24-bit flag set waited on any-of or all-of. Direct task notification: the cheapest, a per-task 32-bit value.
Two notorious RTOS bug classes and their cures?;Priority inversion (use a mutex with priority inheritance, not a binary semaphore, for resource protection) and stack overflow (enable configCHECK_FOR_STACK_OVERFLOW = 2 in development).
The two knobs of a hardware timer?;The prescaler (PSC), dividing the input clock so the counter ticks at f_clk/(PSC+1), and the auto-reload register (ARR), the value the counter wraps at, giving an update every ARR+1 ticks.
The timer update-frequency master formula?;f_update = f_clk / [(PSC+1)·(ARR+1)].
How do you get a 1 kHz tick from a 72 MHz timer clock?;72e6/1000 = 72000 ticks, too big for a 16-bit ARR. Use PSC = 71 (counter at 1 MHz) and ARR = 999 (update every 1000 ticks).
What do timers do beyond a periodic interrupt?;PWM output (output compare, duty = CCR/(ARR+1)), input capture (latch the count on an edge to measure pulse width or frequency), encoder mode (quadrature position), and triggering ADC/DMA at exact moments without the CPU.
Low-side vs high-side load switch?;Low-side: switch between load and ground, load tied to Vcc — easy to drive (control referenced to ground) but the load stays hot when off. High-side: switch between Vcc and load, load tied to ground — safer (load isolated when off) but harder to drive.
Driving an NMOS as a low-side switch?;Drive the gate above the source (which sits at ground), so VGS ≈ Vlogic. A 3.3 V gate is plenty for a logic-level NMOS.
Why is high-side NMOS driving hard, and the fix?;Its source sits near Vcc when on, so keeping it on needs the gate at Vcc + VGS — a voltage that does not exist on the board. You create it with a charge pump or a bootstrap capacitor.
Using an NPN BJT as a low-side switch (saturation)?;IC = β·IB holds only in the active region. To switch you want it saturated (VCE ~0.2 V), which needs overdriving the base, typically IB ≈ IC/10 (a forced beta of 10, well below the device β).
Sizing an NPN base resistor?;IB = IC/β_forced, the voltage across the resistor is VR = VIO − VBE (VBE ≈ 0.7 V), so RB = (VIO − VBE)/(IC/β_forced). Use the worst-case β_min from the datasheet.
What is inside an integrated high-side driver?;A power NMOS, a charge pump for a gate voltage above Vcc, current sense (the IS pin), current-limit and over-current shutdown, thermal shutdown, reverse-battery protection, open-load detection, and slew-rate control.
Why does switch turn-on/turn-off speed matter?;Too slow: the device sits in its active region with high V and I, so switching loss P = V·I peaks (and grows with frequency). Too fast: sharp dI/dt across parasitic inductance rings, radiates EMI, and can damage the FET or cause spurious turn-on.
Where does the power go in a switching MOSFET vs BJT?;MOSFET: conduction (ID²·RDS(on)), switching (½·VDS·ID·(tr+tf)·fsw), and gate-drive (Qg·VGS·fsw). BJT: conduction is a voltage drop VCE(sat)·IC (doubling current only doubles the loss), plus a small base-drive loss.
What is a full-bridge (H-bridge)?;Four switches arranged so a DC voltage can be applied to a load in either polarity — the classic way to drive a DC motor forwards and backwards. PWM one leg against the other for direction and speed.
What is shoot-through?;Both switches in one leg on at once, creating a direct Vcc-to-GND path through two transistors. Hundreds of amps flow for microseconds — instant catastrophic failure. It happens during transitions, not steady state.
What is dead-time and how is it enforced?;A short interval where both switches in a leg are off, between turning one off and the other on (typically 100 ns to a few µs). Enforced by an advanced timer's complementary outputs with a dead-time generator (DTG) and/or a gate-driver interlock.
Why is a digital-interface sensor nicer than an analog one?;No noisy analog wires, factory calibration baked in, configurable filters/ranges/sample-rates via registers, and built-in features like temperature compensation, motion interrupts and FIFOs. The MCU just reads registers.
How does a MEMS accelerometer work?;A tiny silicon proof mass on springs is etched into the chip. Acceleration deflects the mass, changing capacitances measured by internal circuitry, output as g-force in a configured range (±2g to ±16g).
The hard-disk free-fall detection example?;A 3-axis accelerometer detects free fall (all axes near 0 g, no gravity reaction). A configured threshold and duration assert an interrupt pin, and the ISR parks the drive head off the platter before impact — fast because the detection is in the sensor.
I2C: wires, addressing and signalling?;Two wires, SDA and SCL, both open-drain with external pull-ups. Multi-master, multi-slave. Each slave has a 7-bit (or 10-bit) address. A transaction is START (SDA low while SCL high), address plus R/W bit, ACK, data, then STOP.
I2C speeds and main drawbacks?;Standard 100 kHz, Fast 400 kHz, Fast+ 1 MHz, High-Speed 3.4 MHz. Slower than SPI, open-drain rise time limited by pull-ups and bus capacitance, can hang if a slave holds SDA low (recover by toggling SCL nine times), and vendor address collisions.
SPI: wires and operation?;Four wires: SCK, MOSI, MISO, and one CS per slave (active low). Push-pull, no pull-ups. Full-duplex — each clock shifts one bit each direction. The master asserts CS then clocks the data.
SPI clock modes?;Four combinations of clock polarity (CPOL) and clock phase (CPHA), Mode 0 to Mode 3. The mode must match between master and slave, or nothing works, often silently.
I2C vs SPI — quick comparison?;I2C: 2 wires for many devices, up to a few MHz, multi-master, on-bus addressing, half-duplex, built-in framing/ACK, open-drain. SPI: 3 + n wires (a CS each), tens to 100+ MHz, single master, full-duplex, no framing, push-pull. Use SPI for SD cards, displays and fast sensors, I2C for small slow sensors and EEPROMs.
The HAL I2C address-shift gotcha?;HAL's HAL_I2C functions expect the 7-bit slave address shifted left by 1 (the LSB carries the R/W bit). Forgetting the shift gives no ACK and confused debugging.
